,Beat,CAD-Address,CAD-Street,CADAddress,CADStreet,Coded Month,CodedMonth,Complaint,Count,Crime,Date Crime Coded,Date Occur,DateOccur,Description,District,Flag Cleanup,Flag-Administrative,Flag-Crime,Flag-Unfounded,FlagAdministrative,FlagCleanup,FlagCrime,FlagUnfounded,ILEADS-Address,ILEADS-Street,ILEADSAddress,ILEADSStreet,ILeads Add,ILeads Approve,ILeads Asg,ILeads Type,Location Comment,Location Name,LocationComment,LocationName,Neighborhood,X-Coord,XCoord,Y-Coord,YCoord,lon,lat
94,,,,3912,VIRGINIA,,2016-11,16-047327,1,265321,,,09/19/2016 08:00,LEAVING SCENE OF ACCIDENT,3,,,,, , ,Y, ,,,3913,S COMPTON AVE,,,,,,, , ,16,,894783.0,,1002099.0,-90.2391026442091,38.585396646248384
95,,,,1400,N 16TH,,2016-11,16-055810,1,266999,,,09/20/2016 15:09,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1400,N 16TH,,,,,,,NUISANCE ABATEMENT PROPERTY,PRESERVATION PLACE APARTMENTS,61,,0.0,,0.0,-93.26566300558045,35.8015057543744
96,,,,4451,FOREST PARK,,2016-11,16-058389,1,266999,,,09/21/2016 05:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,4451,FOREST PARK AVE,,,,,,,@PARKVIEW APTS, ,38,,889537.3,,1021388.0,-90.25727601998622,38.6384019686099
97,,,,5900,SHULTE,,2016-11,16-047946,1,21000,,,09/21/2016 11:00,RAPE -- FORCIBLE,6,,,,, , ,Y, ,,,5900,SHULTE AVE,,,,,,, , ,76,,0.0,,0.0,-93.26566300558045,35.8015057543744
98,,,,4571,KENNERLY,,2016-11,16-057302,1,65701,,,09/21/2016 16:00,LARCENY-MTR VEH PARTS UNDER $500,5,,,,, , ,Y, ,,,4571,KENNERLY AVE,,,,,,, , ,56,,892664.9,,1030943.0,-90.24623370276156,38.66461570692037
99,,,,2709,BACON,,2016-11,16-055632,1,266999,,,09/21/2016 17:30,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,2709,BACON ST,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,899680.6,,1026693.0,-90.22170787554242,38.652889829907025
100,,,,3314,OREGON,,2016-11,16-047885,-1,51211,,,09/22/2016 03:25,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,3,,,,, , , , ,,,3314,OREGON,,,,,,, , ,30,,0.0,,0.0,-93.26566300558045,35.8015057543744
101,,,,2801,DR MARTIN LUTHER KING,,2016-11,16-058242,1,266999,,,09/23/2016 02:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,2801,DR MARTIN LUTHER KING DR,,,,,,, , ,59,,901155.4,,1021829.0,-90.21659616444906,38.63952144734736
102,,,,956,HAMILTON,,2016-11,16-048062,-1,83000,,,09/23/2016 05:00,ARSON-KNOWINGLY BURNING/SUCCESS,5,,,,, , , , ,,,956,HAMILTON,,,,,,, , ,48,,0.0,,0.0,-93.26566300558045,35.8015057543744
103,,,,2200,RUTGER,,2016-11,16-052722,1,21000,,,09/23/2016 15:30,RAPE -- FORCIBLE,3,,,,, , ,Y, ,,,2200,RUTGER ST,,,,,,, , ,32,,0.0,,0.0,-93.26566300558045,35.8015057543744
104,,,,3170,OREGON,,2016-11,16-057497,1,266999,,,09/24/2016 08:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,3170,OREGON AVE,,,,,,, , ,30,,897383.3,,1006758.0,-90.22995774223988,38.59816922517674
105,,,,3170,OREGON,,2016-11,16-057498,1,266999,,,09/24/2016 08:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,3170,OREGON AVE,,,,,,, , ,30,,897383.3,,1006758.0,-90.22995774223988,38.59816922517674
106,,,,6101,DELMAR,,2016-11,16-048371,1,91113,,,09/24/2016 17:20,SIMPLE ASSAULT-ADULT/NO INJURY,5,,,,, , ,Y, ,,,730,DES PERES AVE,,,,,,, ,DELMAR METROLINK STATIONS,46,,878856.8,,1027361.0,-90.29462189782777,38.65487483346535
107,,,,728,BIDDLE,,2016-11,16-059444,1,266999,,,09/25/2016 14:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,728,BIDDLE ST,,,,,,, , ,62,,909082.3,,1020627.0,-90.18885792118883,38.636150378231044
108,,,,4559,MCMILLAN,,2016-11,16-058390,1,266999,,,09/25/2016 18:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,4559,MCMILLAN AVE,,,,,,, , ,54,,890633.4,,1027013.0,-90.25338561866394,38.65383959158972
109,,,,4446,LABADIE,,2016-11,16-058024,1,266999,,,09/25/2016 18:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6,,,,, , ,Y, ,,,4446,LABADIE AVE,,,,,,, , ,56,,894025.0,,1031261.0,-90.24146709817823,38.665478465934484
110,,,,4532,HARRIS,,2016-11,16-058036,1,266999,,,09/27/2016 07:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6,,,,, , ,Y, ,,,4532,HARRIS AVE,,,,,,, , ,68,,899348.5,,1034934.0,-90.22278356370684,38.67552136823197
111,,,,746,BAYARD,,2016-11,16-048851,1,151110,,,09/27/2016 08:30,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5,,,,, , ,Y, ,,,746,BAYARD AVE,,,,,,,SEARCH WARRANT, ,53,,889200.8,,1026548.0,-90.25840654168205,38.652573220833794
112,,,,2851,GRAVOIS,,2016-11,16-057304,1,266999,,,09/29/2016 12:45,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,2851,GRAVOIS AVE,,,,,,,@QT - GRAVOIS / NEBRASKA, ,24,,897916.5,,1008451.0,-90.22807450559256,38.602813728965245
113,,,,1465,GRAND,,2016-11,16-051034,1,43026,,,09/30/2016 00:01,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,5,,,,, , , , ,,,5558,TERRY,,,,,,, , ,50,,0.0,,0.0,-93.26566300558045,35.8015057543744
114,,,,1465,GRAND,,2016-11,16-051034,-1,41026,,,09/30/2016 00:01,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,5,,,,, , , , ,,,5558,TERRY,,,,,,, , ,50,,0.0,,0.0,-93.26566300558045,35.8015057543744
115,,,,5217,ROBIN,,2016-11,16-059975,1,51312,,,09/30/2016 08:00,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6,,,,, , ,Y, ,,,5217,ROBIN AVE,,,,,,,UNOCCUPIED DWELLING, ,72,,890751.3,,1043827.0,-90.25281401796086,38.7000079174777
116,,,,2222,OSAGE,,2016-11,16-057495,1,266999,,,09/30/2016 11:20,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,2222,OSAGE ST,,,,,,, , ,18,,898437.8,,1000912.0,-90.22632893254374,38.582108043991795
117,,,,10,BROADWAY,,2016-11,16-057313,1,67701,,,09/30/2016 11:53,LARCENY-FROM BUILDING UNDER $500,4,,,,, , ,Y, ,,,10,S BROADWAY,,,,,,,@CONVENTION VISITORS BUREAU, ,35,,908882.8,,1016503.0,-90.1896051780173,38.62482820253274
118,,,,4170,ENRIGHT,,2016-11,16-058393,1,266999,,,09/30/2016 16:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,4139,C D BANKS AVE,,,,,,, , ,58,,894164.1,,1025118.0,-90.24104066618575,38.64860941601343
119,,,,3000,CHEROKEE,,2016-11,16-059533,1,171200,,,10/01/2016 00:01,SEX OFFNS-STATUATORY RAPE/FIRST,3,,,,, , ,Y, ,,,3000,CHEROKEE ST,,,,,,, , ,19,,0.0,,0.0,-93.26566300558045,35.8015057543744
120,,,,1102,DILLON,,2016-11,16-049900,1,43015,,,10/02/2016 11:00,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3,,,,, , ,Y, ,,,1102,DILLON DR,,,,,,, , ,33,,904006.9,,1014252.0,-90.20669767053306,38.61869122719917
121,,,,1102,DILLON,,2016-11,16-059450,1,266999,,,10/02/2016 11:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1102,DILLON DR,,,,,,, , ,33,,904006.9,,1014252.0,-90.20669767053306,38.61869122719917
122,,,,713,BIDDLE,,2016-11,16-060797,1,266999,,,10/02/2016 12:30,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,713,BIDDLE ST,,,,,,, , ,62,,909133.8,,1020613.0,-90.18867779172982,38.636111456255
123,,,,5214,DEWEY,,2016-11,16-060235,1,115400,,,10/03/2016 10:28,STLG BY DECEIT/IDENTITY THEFT REPORT,1,,,,, , ,Y, ,,,5214,DEWEY AVE,,,,,,, , ,3,,890230.9,,997450.0,-90.2550712541839,38.572665257254855
124,,,,5034,STEFFENS,,2016-11,16-050232,1,91114,,,10/04/2016 13:15,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,,,,, , , , ,,,5034,STEFFENS,,,,,,, , ,5,,0.0,,0.0,-93.26566300558045,35.8015057543744
125,,,,5034,STEFFENS,,2016-11,16-050232,-1,142320,,,10/04/2016 13:15,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,,,,, , , , ,,,5034,STEFFENS,,,,,,, , ,5,,0.0,,0.0,-93.26566300558045,35.8015057543744
126,,,,1425,PEABODY,,2016-11,16-059471,1,266999,,,10/04/2016 17:10,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1425,PEABODY CT,,,,,,, , ,33,,904206.2,,1013767.0,-90.20600554792578,38.61735771737752
127,,,,1449,PEABODY,,2016-11,16-059468,1,266999,,,10/04/2016 23:30,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1449,PEABODY CT,,,,,,, , ,33,,904206.2,,1013767.0,-90.20600554792578,38.61735771737752
128,,,,1434,KEALTY,,2016-11,16-059462,1,266999,,,10/06/2016 02:40,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1434,KEALTY LN,,,,,,, , ,33,,904177.6,,1014072.0,-90.20610222982602,38.61819546695557
129,,,,3842,LABADIE,,2016-11,16-059502,1,115400,,,10/06/2016 12:00,STLG BY DECEIT/IDENTITY THEFT REPORT,4,,,,, , ,Y, ,,,3842,LABADIE AVE,,,,,,, , ,59,,898643.2,,1028716.0,-90.2253193398831,38.65845333521649
130,,,,1464,CASTLE,,2016-11,16-054230,1,69702,,,10/06/2016 14:08,LARCENY-ALL OTHER UNDER $500,3,,,,, , ,Y, ,,,1464,CASTLE LN,,,,,,, , ,33,,904092.8,,1014542.0,-90.20639377027896,38.6194867827252
131,,,,310,GRAND,,2016-11,16-059292,1,266999,,,10/07/2016 05:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,310,S GRAND BLVD,,,,,,, , ,37,,896967.2,,1018973.0,-90.23128860032314,38.63171377799768
132,,,,10130,CLARA MOUNT,,2016-11,16-050844,1,130000,,,10/07/2016 13:00,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,,,,, , ,Y, ,,,10130,CLAIRMONT,,,,,,,ST LOUIS COUNTY, ,0,,0.0,,0.0,-93.26566300558045,35.8015057543744
133,,,,1421,PEABODY,,2016-11,16-059452,1,266999,,,10/07/2016 17:30,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1421,PEABODY CT,,,,,,, , ,33,,904206.3,,1013767.0,-90.20600519792778,38.61735771649816
134,,,,4039,PLEASANT,,2016-11,16-057306,1,266999,,,10/07/2016 23:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,4039,PLEASANT ST,,,,,,,NUISANCE ABATEMENT PROPERTY, ,67,,902201.8,,1030604.0,-90.2128364834494,38.663607623338805
135,,,,1720,N. 22ND,,2016-11,16-056118,1,266999,,,10/08/2016 00:20,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1720,N. 22ND,,,,,,,NUISAINCE ABATEMENT PROPERTY,MURPHY PLACE APARTMENTS,60,,0.0,,0.0,-93.26566300558045,35.8015057543744
136,,,,1720,22ND,,2016-11,16-059448,1,266999,,,10/08/2016 00:20,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1720,N 22ND ST,,,,,,,NUISANCE ABATEMENT PROPERTY,MURPHY PARK APARTMENTS,60,,903803.9,,1024156.0,-90.20729761948863,38.64588829025408
137,,,,4220,COTE BRILLIANTE,,2016-11,16-058048,1,266999,,,10/08/2016 06:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,4220,W COTE BRILLIANTE AVE,,,,,,, , ,57,,894385.3,,1027883.0,-90.24023871619849,38.656200076796964
138,,,,8450,GAST,,2016-11,16-059849,1,65701,,,10/08/2016 14:00,LARCENY-MTR VEH PARTS UNDER $500,6,,,,, , ,Y, ,,,8450,GAST PL,,,,,,, , ,74,,896704.1,,1049972.0,-90.2318923120085,38.71683526882199
139,,,,1641,KINGSHIGHWAY,,2016-11,16-056949,1,72113,,,10/08/2016 16:00,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2,,,,, , ,Y, ,,,1641,S KINGSHIGHWAY BLVD,,,,,,, ,U-HAUL,12,,886712.8,,1014540.0,-90.2672254567071,38.6196181178734
140,,,,4469,CLARENCE,,2016-11,16-056639,1,67701,,,10/09/2016 00:01,LARCENY-FROM BUILDING UNDER $500,6,,,,, , ,Y, ,,,4469,CLARENCE AVE,,,,,,, , ,68,,897908.6,,1035991.0,-90.22781627787415,38.6784356014431
141,,,,1506,LASALLE,,2016-11,16-059454,1,266999,,,10/09/2016 03:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1506,LASALLE LN,,,,,,, , ,33,,903995.7,,1014255.0,-90.20673683749456,38.61869956313825
142,,,,411,22ND,,2016-11,16-051142,1,43015,,,10/09/2016 07:00,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4,,,,, , ,Y, ,,,411,N 22ND ST,,,,,,,APT 402, ,36,,902836.8,,1019719.0,-90.21073276942553,38.63371321621099
143,,,,4844,HAMMETT,,2016-11,16-051138,-1,31311,,,10/09/2016 07:50,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,5,,,,, , , , ,,,4844,HAMMETT,,,,,,, , ,55,,0.0,,0.0,-93.26566300558045,35.8015057543744
144,,,,1440,LASALLE,,2016-11,16-059460,1,266999,,,10/09/2016 10:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,1440,LASALLE LN,,,,,,, , ,33,,904320.1,,1014165.0,-90.20560243301057,38.6184495814292
145,,,,3656,HARTFORD,,2016-11,16-060435,1,115400,,,10/10/2013 10:04,STLG BY DECEIT/IDENTITY THEFT REPORT,2,,,,, , ,Y, ,,,3656,HARTFORD ST,,,,,,, , ,15,,893196.9,,1008063.0,-90.24459350018697,38.60178552501027
146,,,,3157,SUBLETTE,,2016-11,16-058332,1,65701,,,10/10/2016 12:00,LARCENY-MTR VEH PARTS UNDER $500,4,,,,, , ,Y, ,,,919,N JEFFERSON AVE,,,,,,,CENTRAL PATROL DIVISION, ,59,,902219.7,,1021301.0,-90.21287577040651,38.63806253325565
147,,,,3728,MARKET,,2016-11,16-058797,1,103000,,,10/10/2016 12:33,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4,,,,, , ,Y, ,,,3728,MARKET ST,,,,,,,HAZARD MOVING, ,37,,894650.9,,1018863.0,-90.2393983354759,38.63143007127273
148,,,, , ,,2016-11,16-051376,1,41011,,,10/10/2016 13:43,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4,,,,, , ,Y, ,,, , ,,,,,,, , ,59,,0.0,,0.0,-93.26566300558045,35.8015057543744
149,,,, , ,,2016-11,16-051376,1,41011,,,10/10/2016 13:43,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4,,,,, , , , ,,, , ,,,,,,, , ,59,,0.0,,0.0,-93.26566300558045,35.8015057543744
150,,,, , ,,2016-11,16-051376,-1,142320,,,10/10/2016 13:43,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , , , ,,, , ,,,,,,, , ,59,,0.0,,0.0,-93.26566300558045,35.8015057543744
151,,,,5460,DELMAR,,2016-11,16-058111,1,67701,,,10/10/2016 16:56,LARCENY-FROM BUILDING UNDER $500,5,,,,, , ,Y, ,,,5460,DELMAR BLVD,,,,,,, , ,47,,883471.0,,1026678.0,-90.2784695482057,38.65296990342675
152,,,,1033,WHITTIER,,2016-11,16-058208,1,265321,,,10/10/2016 17:30,LEAVING SCENE OF ACCIDENT,5,,,,, , ,Y, ,,,1033,WHITTIER ST,,,,,,,@STEVENS SCHOOL, ,58,,893423.7,,1025396.0,-90.24363046450162,38.64937848338227
153,,,,4260,GRAVOIS,,2016-11,16-057295,1,117000,,,10/10/2016 18:00,FAILURE TO RETURN BORROWED/RENTED VEHICL,1,,,,, , ,Y, ,,,4260,GRAVOIS AVE,,,,,,, , ,16,,889000.8,,1002830.0,-90.25932463435309,38.58744725861035
154,,,,5874,DELMAR,,2016-11,16-057368,1,71013,,,10/10/2016 21:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5,,,,, , ,Y, ,,,5874,DELMAR BLVD,,,,,,, , ,46,,880287.7,,1027102.0,-90.28961321262949,38.65415474184995
155,,,,3701,COOK,,2016-11,16-056945,1,69702,,,10/11/2016 11:00,LARCENY-ALL OTHER UNDER $500,4,,,,, , ,Y, ,,,3701,COOK AVE,,,,,,, , ,77,,897009.3,,1024305.0,-90.23108651891515,38.64635453225945
156,,,,3506,GREER,,2016-11,16-057489,1,266999,,,10/11/2016 11:10,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,3506,GREER AVE,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,900555.4,,1028157.0,-90.21862885202239,38.65690247219764
157,,,,3628,CASS,,2016-11,16-051709,1,43016,,,10/12/2016 08:00,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4,,,,, , ,Y, ,,,3628,CASS AVE,,,,,,, , ,59,,898142.4,,1025042.0,-90.22711141021175,38.64836906358791
158,,,,5188,DR MARTIN LUTHER KING,,2016-11,16-058675,1,121000,,,10/12/2016 15:21,EMBEZZLEMENT-VALUE OVER $150,5,,,,, , ,Y, ,,,5188,DR MARTIN LUTHER KING DR,,,,,,, ,PAWN KING,51,,886575.4,,1031181.0,-90.2675588152932,38.66531355286055
159,,,,4628,POPE,,2016-11,16-058068,1,266999,,,10/13/2016 04:30,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6,,,,, , ,Y, ,,,4628,POPE AVE,,,,,,, , ,68,,898232.3,,1036411.0,-90.22667798381958,38.679586223176074
160,,,,5888,DELMAR,,2016-11,16-058071,1,266999,,,10/13/2016 10:49,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,5888,DELMAR BLVD,,,,,,, , ,46,,880077.9,,1027128.0,-90.29034768060929,38.65422745414363
161,,,,4300,DELMAR,,2016-11,16-051959,1,151110,,,10/13/2016 16:30,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5,,,,, , ,Y, ,,,4300,DELMAR BLVD,,,,,,, , ,38,,892091.1,,1024751.0,-90.24830282552996,38.647617516673904
162,,,,3515,NEBRASKA,,2016-11,16-059172,1,204100,,,10/13/2016 18:00,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3,,,,, , ,Y, ,,,3515,NEBRASKA AVE,,,,,,, , ,19,,896494.8,,1004467.0,-90.23308994907642,38.59188547192253
163,,,,1300,AUBERT,,2016-11,16-058070,1,266999,,,10/13/2016 19:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,1300,AUBERT AVE,,,,,,, , ,53,,888581.4,,1029162.0,-90.26055160456664,38.65975543551278
164,,,,1915,OLIVE,,2016-11,16-052810,1,265321,,,10/14/2016 00:01,LEAVING SCENE OF ACCIDENT,4,,,,, , ,Y, ,,,1915,OLIVE ST,,,,,,,@HEADQUARTERS, ,36,,903703.7,,1019090.0,-90.20770496011565,38.631978509493706
165,,,,4645,POPE,,2016-11,16-058051,1,266999,,,10/14/2016 07:55,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6,,,,, , ,Y, ,,,4645,POPE AVE,,,,,,, , ,69,,898236.4,,1036661.0,-90.22666101036148,38.68027265739038
166,,,,1023,SPRUCE,,2016-11,16-052304,-1,43015,,,10/14/2016 23:00,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4,,,,, , , , ,,,1023,SPRUCE,,,,,,,:APT L06, ,35,,0.0,,0.0,-93.26566300558045,35.8015057543744
167,,,, , ,,2016-11,16-052249,1,142320,,,10/15/2016 02:55,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5,,,,, , , , ,,,5457,PAGE,,,,,,, ,NEW WAY MARKET,78,,0.0,,0.0,-93.26566300558045,35.8015057543744
168,,,, , ,,2016-11,16-052249,-1,52212,,,10/15/2016 02:55,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,5,,,,, , , , ,,,5457,PAGE,,,,,,, ,NEW WAY MARKET,78,,0.0,,0.0,-93.26566300558045,35.8015057543744
169,,,,4335,COTE BRILLIANTE,,2016-11,16-056025,1,51322,,,10/15/2016 08:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5,,,,, , ,Y, ,,,4335,COTE BRILLIANTE AVE,,,,,,, , ,57,,893536.9,,1028555.0,-90.24320312287087,38.658051871527114
170,,,,1916,LUCAS,,2016-11,16-060615,1,51322,,,10/15/2016 08:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4,,,,, , ,Y, ,,,1916,LUCAS AVE,,,,,,, , ,36,,904100.4,,1019957.0,-90.20630652273506,38.634355717019226
171,,,,3916,FLORISSANT,,2016-11,16-058593,1,266999,,,10/15/2016 08:41,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,3916,N FLORISSANT AVE,,,,,,,NUISANCE ABATEMENT PROPERTY,TWIN TWELVE APARTMENTS,65,,904129.4,,1030129.0,-90.20609091452447,38.66228656485686
172,,,,4949, ,,2016-11,16-059496,1,101000,,,10/15/2016 09:00,FORGERY,6,,,,, , ,Y, ,,,1008,HORNSBY AVE,,,,,,, , ,74,,896276.5,,1050593.0,-90.2333846442225,38.71854387155791
173,,,,5750,NATURAL BRIDGE,,2016-11,16-059004,1,266999,,,10/15/2016 09:45,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5,,,,, , ,Y, ,,,5750,NATURAL BRIDGE AVE,,,,,,,NUISANCE ABATEMENT PROPERTY,GULF GAS STATION,50,,885556.4,,1038533.0,-90.27106339633426,38.68550831930364
174,,,,932,LOUGHBOROUGH,,2016-11,16-060491,1,115100,,,10/15/2016 19:10,FRAUD-STEALING BY DECEIT/OVER $150,1,,,,, , ,Y, ,,,932,LOUGHBOROUGH AVE,,,,,,, ,LOWES HOME IMPROVEMENT,1,,888524.2,,991611.8,-90.26109407582896,38.55664629173447
175,,,,415,TUCKER,,2016-11,16-059416,1,69602,,,10/16/2016 12:00,"LARCENY-ALL OTHER $500 - $24,999",3,,,,, , ,Y, ,,,1215,S TUCKER BLVD,,,,,,, , ,33,,905284.5,,1013561.0,-90.20223385887225,38.61678251996771
176,,,,2926,SAMUEL SHEPARD,,2016-11,16-059433,1,51312,,,10/16/2016 13:00,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4,,,,, , ,Y, ,,,2926,SAMUEL SHEPARD DR,,,,,,, , ,37,,900393.5,,1020980.0,-90.21927271688386,38.63719661885328
177,,,,3225,HAMPTON,,2016-11,16-060739,1,69702,,,10/16/2016 14:30,LARCENY-ALL OTHER UNDER $500,2,,,,, , ,Y, ,,,3225,HAMPTON AVE,,,,,,, ,UGAS #521,9,,879649.6,,1008791.0,-90.29199303010556,38.60387841318642
178,,,,4927,NOTTINGHAM,,2016-11,16-055302,1,51322,,,10/16/2016 17:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1,,,,, , ,Y, ,,,4927,NOTTINGHAM AVE,,,,,,, , ,7,,883752.3,,1002135.0,-90.27769263761346,38.58557515855787
179,,,,4618,ARSENAL,,2016-11,16-052701,-1,51112,,,10/17/2016 12:00,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2,,,,, , , , ,,,4618,ARSENAL,,,,,,,RESIDENCE, ,15,,0.0,,0.0,-93.26566300558045,35.8015057543744
180,,,,3846,MAFFITT,,2016-11,16-058612,1,266999,,,10/17/2016 21:50,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,3846,MAFFITT AVE,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,898272.1,,1028092.0,-90.22662543968482,38.65674294953057
181,,,,3152,MICHIGAN,,2016-11,16-058703,1,204100,,,10/17/2016 22:56,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3,,,,, , ,Y, ,,,3442,CONNECTICUT ST,,,,,,, , ,25,,894565.3,,1007206.0,-90.2398136445015,38.59942173066459
182,,,,3159,CALIFORNIA,,2016-11,16-052819,-1,51322,,,10/18/2016 04:30,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3,,,,, , , , ,,,3159,CALIFORNIA,,,,,,, , ,30,,0.0,,0.0,-93.26566300558045,35.8015057543744
183,,,,7256,GRAVOIS,,2016-11,16-060603,1,111110,,,10/18/2016 09:59,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1,,,,, , ,Y, ,,,7256,GRAVOIS AVE,,,,,,,@FIRST BANK - GRAVOIS,FIRST BANK,4,,879416.3,,994526.4,-90.29292194345298,38.56471027604148
184,,,,919,JEFFERSON,,2016-11,16-056018,1,115100,,,10/18/2016 11:01,FRAUD-STEALING BY DECEIT/OVER $150,4,,,,, , ,Y, ,,,4500,N BROADWAY,,,,,,,@CENTRAL PATROL DIVISION,ENERGY EXPRESS,64,,905164.0,,1033720.0,-90.20242676467025,38.67213782847439
185,,,,3642,COTE BRILLIANTE,,2016-11,16-055432,1,266999,,,10/18/2016 19:19,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,3642,COTE BRILLIANTE AVE,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,898329.7,,1025692.0,-90.22644879366078,38.650152357488764
